,artist_id,name,followers,popularity,genres,main_genre
0,6Cqtx9fpxzggIMuKn0RGCp,Dream Supplier,13878,85,"sleep, white noise, rain, binaural, lullaby, color noise, ocean","Easy Listening, Electronic, New Age, Rock"
1,2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,45674032,91,"hip hop, west coast hip hop",Hip Hop
2,250b0Wlc5Vk0CoUsaCY84M,JENNIE,13013134,83,k-pop,Pop
3,6zO1dZ40fTZ5hY9NnnRJSk,yung kai,2117767,71,"k-pop, nyc pop, sped up, chill r&b, gen z singer-songwriter, pov: indie, bedroom r&b, toronto indie, alt z, bedroom pop","Electronic, Pop, R&B, Rock"
4,4V8LLVI7PbaPR0K2TGSxFF,"Tyler, The Creator",25263506,88,"hip hop, rap",Hip Hop
5,2sil8z5kiy4r76CRTXxBCA,The Goo Goo Dolls,3660362,78,"neo mellow, permanent wave, pop rock, post-grunge","Pop, Rock"
6,4tuJ0bMpJh08umKkEXKUI5,Gracie Abrams,8072982,84,alt z,Pop
7,2YRyPiW98bpkARAS4B3OQP,Dei V,2440739,81,"trap latino, urbano latino",Latin
8,7tYKF4w9nC0nq9CsPZTHyP,SZA,34096826,90,r&b,R&B
9,1U1el3k54VvEUzo3ybLPlM,Kali Uchis,9773372,85,colombian pop,Pop
10,7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,32801447,87,"indie, garage rock",Rock
11,4QFG9KrGWEbr6hNA58CAqE,Alemán,6813156,79,"mexican hip hop, latin hip hop, electro corridos","Hip Hop, Latin"
12,22wbnEMDvgVIAGdFeek6ET,Benson Boone,7453323,85,singer-songwriter pop,Pop
13,6pV5zH2LzjOUHaAvENdMMa,Neton Vega,4983004,87,"corrido, corridos tumbados, corridos bélicos, electro corridos, dembow belico","Latin, Traditional Music"
14,3TVXtAsR1Inumwj472S9r4,Drake,105373671,98,rap,Hip Hop
15,3E12tRURRvPfHz0hAMCFYc,Omar Courtz,2296790,84,"trap boricua, trap latino, urbano latino",Latin
16,790FomKkXshlbRYZFtlgla,KAROL G,61723613,89,"reggaeton, latin, urbano latino",Latin
17,33qOK5uJ8AR2xuQQAhHump,Teddy Swims,6021152,86,"brostep, progressive electro house, uk pop, edm, alt z, pop, singer-songwriter pop, dance pop, soft pop, pop soul","Electronic, Pop, R&B"
18,1iCnM8foFssWlPRLfAbIwo,Gigi Perez,1826438,78,bedroom pop,Pop
19,699OTQXzgjhIYAHMy9RyPD,Playboi Carti,15493416,89,rage rap,Hip Hop
20,48zEowASEXWsK6lgP1xotZ,Baby Sleeps,7737,28,native american music,nan
21,0fTSzq9jAh4c36UVb4V7CB,Alex Warren,3320112,86,"gen z singer-songwriter, singer-songwriter pop",Pop
22,3eVa5w3URK5duf6eyVDbu9,ROSÉ,13854046,81,k-pop,Pop
23,0ys2OFYzWYB5hRDLCsBqxt,Fuerza Regida,21657404,92,"corrido, corridos tumbados, corridos bélicos, música mexicana, sierreño, banda, sad sierreño, electro corridos","Latin, Traditional Music"
24,6XkjpgcEsYab502Vr1bBeW,Grupo Frontera,7786531,86,"cumbia norteña, banda, norteño, música mexicana, corrido, corridos tumbados, grupera, tejano, ranchera","Latin, Traditional Music"
25,7nixcnKd43u9a29ZMawfnh,Background White Noise,3483,41,white noise,New Age
26,7a0XAaPaK2aDSqa8p3QnC7,Beéle,3766268,89,"latin afrobeats, reggaeton, pop urbano","Latin, Pop"
27,6ltzsmQQbmdoHHbLZ4ZN25,Lord Huron,2241099,78,"indie folk, stomp and holler","Folk, Rock"
28,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,77355363,92,"dance pop, pop",Pop
29,1pBLC0qVRTB5zVMuteQ9jJ,Lily-Rose Depp,661252,76,pop,Pop
30,1jiZvw42D4oquLl24x2VWV,Lefty Gunplay,83573,69,mexican hip hop,Hip Hop
31,74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter,28273516,93,pop,Pop
32,4E2rKHVDssGJm2SCDOMMJB,Doechii,3301233,78,alternative r&b,R&B
33,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,43713096,90,"art pop, pop",Pop
34,4q3ewBCX7sLwd24euuV69X,Bad Bunny,105635803,99,"reggaeton, trap latino, urbano latino, latin",Latin
35,77SW9BnxLY8rJ0RciFqkHh,The Neighbourhood,22184807,86,"modern alternative rock, modern rock, pop","Pop, Rock"
36,67FB4n52MgexGQIG8s0yUH,Lola Young,1550451,78,uk pop,Pop
37,3m5qlPf2OkihLz3dRYnkPA,Ovy On The Drums,1553619,84,reggaeton,Latin
38,7GlBOeep6PqTfFi59PTUUN,Chappell Roan,7618878,83,"indie pop, pov: indie",Rock
39,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,61853007,91,"permanent wave, pop","Pop, Rock"
40,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,116219359,96,"canadian contemporary r&b, canadian pop, pop","Pop, R&B"
41,5eumcnUkdmGvkvcsx1WFNG,Tito Double P,12606001,88,"corrido, corridos tumbados, corridos bélicos, electro corridos, dembow belico, música mexicana","Latin, Traditional Music"
42,6Sbl0NT50roqWvy746MfVf,Gabito Ballesteros,6435833,82,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, sierreño, electro corridos, banda","Latin, Traditional Music"
43,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,121278701,93,"art pop, pop",Pop
44,06HL4z0CvFAxyc27GXpf02,Taylor Swift,148838440,100,pop,Pop
45,5bQ3wFgekuIMIcWJuxkqLK,Chrystal,100350,72,uk alternative pop,Pop
46,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,124012436,91,soft pop,Pop
47,4Ga1P7PMIsmqEZqhYZQgDo,Lil Tecca,10400688,81,"melodic rap, rap",Hip Hop
48,1uRVM0wBdtyEuU582EeKJM,NOTION,167480,75,"bassline, bass house, uk garage, drum and bass",Electronic
49,2OFij1ppCwYFCOTq7vzafi,bees & honey,51722,73,"gauze pop, afro house, melodic house, uk pop, house, alternative r&b, pop dance, afro tech, pop, dance pop","Electronic, Pop, R&B"
50,4Gso3d4CscCijv0lmajZWs,Don Toliver,7824322,87,rap,Hip Hop
51,45dkTj5sMRSjrmBSBeiHym,Tate McRae,9889104,91,pop,Pop
52,3DeOmVSmpv7WknXoo1OS8p,Alleh,405926,75,"latin afrobeats, pop urbano, reggaeton chileno, reggaeton, chilean trap, urbano latino, chilean mambo, trap latino, latin, colombian pop","Hip Hop, Latin, Pop"
53,3ebS2RuCq8QeLyndUDmgB5,WizTheMc,254733,74,"canadian contemporary r&b, pop rap","Pop, R&B"
54,7jAs1uPnpfNmT6e5qtEPxq,ATL Jacob,142368,68,"latin afrobeats, pop venezolano, reggaeton, reggaeton colombiano, urbano latino, reggaeton flow, latin, latin pop, trap latino, colombian pop","Latin, Pop"
55,6EPlBSH2RSiettczlz7ihV,Sleepy Hallow,2594960,72,"brooklyn drill, new york drill",Hip Hop
56,4AK6F7OLvEQ5QYCBNiQWHq,One Direction,40535344,85,"boy band, pop, post-teen pop, talent show",Pop
57,2sSGPbdZJkaSE2AbcGOACx,The Marías,4176690,85,bedroom pop,Pop
58,4eq1q0o9XPyNq9RG3fNDD1,Yorghaki,237768,75,pop venezolano,Pop
59,4tZwfgrHOc3mvqYlEYSvVi,Daft Punk,11041796,83,"french house, electronic, electro",Electronic
60,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,21508575,82,pop,Pop
61,5p9HO3XC5P3BLxJs5Mtrhm,Djo,2951130,80,"pov: indie, psychedelic pop",Rock
62,2LRoIwlKmHjgvigdNGBHNo,Feid,19343943,88,"reggaeton, urbano latino",Latin
63,5uwa6tAMMfNbBFIHiI6NV4,W Sound,895521,76,reggaeton,Latin
64,1oSPZhvZMIrWW5I41kPkkY,Jimin,11021540,80,k-pop,Pop
65,1mcTU81TzQhprhouKaTkpq,Rauw Alejandro,32021811,90,"reggaeton, urbano latino, trap latino, latin",Latin
66,6Xb4ezwoAQC4516kI89nWz,Imogen Heap,1187520,77,"etherpop, metropopolis",Pop
67,4Z8W4fKeB5YxbusRsdQVPb,Radiohead,14585764,88,"art rock, alternative rock",Rock
68,0pePYDrJGk8gqMRbXrLJC8,Luis R Conriquez,9572356,83,"corrido, corridos bélicos, corridos tumbados, electro corridos, dembow belico, banda, sierreño, sad sierreño, música mexicana","Latin, Traditional Music"
69,12GqGscKJx3aE4t07u7eVZ,Peso Pluma,24933053,90,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda","Latin, Traditional Music"
70,0elWFr7TW8piilVRYJUe4P,Natanael Cano,22465537,86,"corridos tumbados, corrido, corridos bélicos, sierreño, sad sierreño, electro corridos, música mexicana, banda","Latin, Traditional Music"
71,5lwmRuXgjX8xIwlnauTZIP,Romeo Santos,27333125,87,"bachata, latin",Latin
72,6wF1Cz760dpdbX9RJIDpQW,Chuwi,262448,68,puerto rican rock,Rock
73,5NGO30tJxFlKixkPSgXcFE,The Police,7785798,80,"album rock, classic rock, permanent wave, rock",Rock
74,3l9G1G9MxH6DaRhwLklaf5,Oscar Maydon,7595269,84,"corrido, corridos tumbados, corridos bélicos, electro corridos, dembow belico, sad sierreño, sierreño","Latin, Traditional Music"
75,1QAJqy2dA3ihHBFIHRphZj,Cigarettes After Sex,17970164,86,dream pop,Rock
76,2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,10577109,85,"dark r&b, r&b, trap soul",R&B
77,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,108715805,96,pop,Pop
78,0C0XlULifJtAgn6ZNCW2eu,The Killers,8144006,79,alternative rock,Rock
79,5c8ZR64evQ00Spl73s76fo,Chuyin,1642651,73,"corrido, corridos tumbados, corridos bélicos",Traditional Music
80,70kkdajctXSbqSMJbQO424,Kacey Musgraves,1632333,76,"classic texas country, contemporary country, country dawn",Country
81,1ruutHJcECI7cos2n5TqpO,Nayer,35966,71,"deep dance pop, latin dance","Latin, Pop"
82,08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,14337355,85,"classic rock, yacht rock, soft rock",Rock
83,3UTF2no3muGdiFXVujl94i,Kapo,1187602,80,latin afrobeats,Latin
84,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,42031792,91,rap,Hip Hop
85,027TpXKGwdXP7iwbjUSpV8,The Walters,1088058,71,"chicago indie, pov: indie",Rock
86,1WaFQSHVGZQJTbf0BdxdNo,Tommy Richman,964921,71,chill abstract hip hop,Hip Hop
87,1ooV8YZC1KbpEcrmI8WH0F,Yebba,822426,73,pop soul,R&B
88,2uYWxilOVlUdk4oV9DvwqK,Mitski,11247977,81,"brooklyn indie, pov: indie",Rock
89,6LuN9FCkKOj5PcnpouEgny,Khalid,17053775,83,"pop, pop r&b","Pop, R&B"
90,7CvTknweLr9feJtRGrpDBy,FloyyMenor,2302365,78,reggaeton chileno,Latin
91,6KImCVD70vtIoJWnq6nGn3,Harry Styles,34411820,83,pop,Pop
92,5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,26862253,83,pop,Pop
93,1Z8ODXyhEBi3WynYw0Rya6,De La Soul,1212726,75,"jazz rap, east coast hip hop","Hip Hop, Jazz"
94,1RyvyyTE3xzB2ZywiAwp0i,Future,23212607,91,rap,Hip Hop
95,26VFTg2z8YR0cCuwLzESi2,Halsey,22577368,83,"electropop, etherpop, indie poptimism, pop","Pop, Rock"
96,0Y6dVaC9DZtPNH4591M42W,TV Girl,13144329,83,pov: indie,Rock
97,0b1sIQumIAsNbqAoIClSpy,j-hope,19557407,80,"k-pop, k-rap","Hip Hop, Pop"
98,360IAlyVv4PCEVjgyMZrxK,Miguel,6275132,81,r&b,R&B
99,55Aa2cqylxrFIXC767Z865,Lil Wayne,18383952,88,"rap, hip hop",Hip Hop
100,4D75GcNG95ebPtNvoNVXhz,AFROJACK,4062637,75,"edm, big room",Electronic
101,2qoQgPAilErOKCwE2Y8wOG,GloRilla,2704737,78,southern hip hop,Hip Hop
102,2tIP7SsRs7vjIcLrU85W8J,The Kid LAROI,6727780,81,australian hip hop,Hip Hop
103,5y8tKLUfMvliMe8IKamR32,d4vd,4807707,79,"bedroom pop, bedroom r&b","Pop, R&B"
104,2h93pZq0e7k5yf4dywlkpM,Frank Ocean,20893082,86,"lgbtq+ hip hop, neo soul","Hip Hop, R&B"
105,0TnOYISbd1XYRBk9myaseg,Pitbull,12192676,86,"dance pop, miami hip hop, pop","Hip Hop, Pop"
106,7dGJo4pcD2V6oG8kP0tJRR,Eminem,106214551,91,"rap, hip hop",Hip Hop
107,7cYEt1pqMgXJdq00hAwVpT,Chase Atlantic,10770489,82,alternative r&b,R&B
108,6fqjJNsLs7g6F3PXy01Xnw,AZ Chike,165147,63,hyphy,Hip Hop
109,0iEtIxbK0KxaSlF7G42ZOp,Metro Boomin,12006791,86,rap,Hip Hop
110,6XyY86QOPPrYVGvF9ch6wz,Linkin Park,32633134,90,"nu metal, rap metal, rock, alternative metal","Metal, Rock"
111,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen,14507317,90,country,Country
112,40ZNYROS4zLfyyBSs2PGe2,Zach Bryan,7553939,87,"country, red dirt",Country
113,3bO19AOone0ubCsfDXDtYt,Myles Smith,1402671,76,singer-songwriter pop,Pop
114,1Yj5Xey7kTwvZla8sqdsdE,Cris MJ,7346745,83,"reggaeton chileno, chilean trap, chilean mambo, reggaeton","Hip Hop, Latin"
115,6dLuQ5qXxIuWc5urxfIiZR,Calle 24,3067830,79,"corrido, corridos tumbados, corridos bélicos, electro corridos, sad sierreño","Latin, Traditional Music"
116,1EmdfupUQDpXOcb4Nj2mBH,Chezile,346860,69,"indie folk, indie, modern dream pop, pov: indie, dreamo, indie quebecois, dream pop, art pop, pop, bedroom pop","Pop, Rock"
117,2RQXRUsr4IW1f3mKyKsy4B,Noah Kahan,4591227,84,"pov: indie, singer-songwriter pop","Pop, Rock"
118,21E3waRsmPlU7jZsS13rcj,Ne-Yo,10469925,83,"dance pop, pop, r&b, urban contemporary","Pop, R&B"
119,3AA28KZvwAUcZuOKwyblJQ,Gorillaz,14978612,84,"alternative hip hop, modern rock, rock","Hip Hop, Rock"
120,3DbwFQlvLxRSi2uX8mf81A,Sexyy Red,2408350,76,trap queen,Hip Hop
121,3HJq88k0us5XSJ4tD3J8RG,Jorsshh,734378,72,"corrido, corridos tumbados, corridos bélicos",Traditional Music
122,5H1nN1SzW0qNeUEZvuXjAj,Danny Ocean,6667186,81,reggaeton,Latin
123,7o95ZoZt5ZYn31e9z1Hc0a,Natasha Bedingfield,1932968,74,"dance pop, pop, post-teen pop",Pop
124,42LEQxfXLEuzdqorKBbUVN,RaiNao,438224,68,"latin r&b, rap boricua","Latin, R&B"
125,5BcAKTbp20cv7tC5VqPFoC,Macklemore & Ryan Lewis,2726156,72,"pop rap, seattle hip hop","Hip Hop, Pop"
126,3qm84nBOXUEQ2vnTfUTTFC,Guns N' Roses,35894562,82,"rock, glam metal, hard rock, classic rock",Rock
127,5mZJerulcERBZV7xnhrVp1,Ryan Lewis,16832,70,"pop rap, miami hip hop, metropopolis, g-funk, electropop, pop dance, g funk, hip hop, pop, dance pop, west coast hip hop","Hip Hop, Pop, R&B"
128,1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,39562288,89,"reggaeton, latin",Latin
129,4bthk9UfsYUYdcFyqxmSUU,Tears For Fears,4218188,76,"new wave, synthpop","Pop, Rock"
130,1YZcJWydWAbSpknMUKtD9m,Alex Krack,126020,62,"salsa choke, rkt","Electronic, Latin"
131,3y24n3XhZ96wgwRXjvS17T,Coolio,1989282,71,"west coast hip hop, g-funk","Hip Hop, R&B"
132,2txHhyCwHjUEpJjWrEyqyX,Tom Odell,4397383,79,chill pop,Pop
133,3tVQdUvClmAT7URs9V3rsp,Wizkid,10033920,83,"afrobeats, afrobeat, afropop, azonto, afroswing, afro r&b, afropiano","Hip Hop, R&B, Traditional Music"
134,5KKpBU5eC2tJDzf0wmlRp2,RAYE,3207592,84,"uk contemporary r&b, uk pop","Pop, R&B"
135,2wnVvfvSkFJbtOinte4sC3,Jøtta,114230,69,salsa choke,Latin
136,1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,27381522,89,edm,Electronic
137,2WzaAvm2bBCf4pEhyuDgCY,Ruth B.,4560914,72,"alt z, canadian contemporary r&b, canadian pop, pop","Pop, R&B"
138,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,47312573,88,pop,Pop
139,5y2Xq6xcjJb2jVM54GHK3t,John Legend,8201256,80,"soft pop, neo soul","Pop, R&B"
140,5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,35509945,88,"dance pop, pop",Pop
141,1zNqQNIdeOUZHb8zbZRFMX,Swae Lee,3171795,79,"melodic rap, rap, trap",Hip Hop
142,5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,18941706,84,soft pop,Pop
143,3y2cIKLjiOlp1Np37WiUdH,Shaboozey,1539678,77,"modern country pop, pop rap",Pop
144,64M6ah0SkkRsnPGtGiRAbb,Bebe Rexha,9936807,78,"dance pop, pop",Pop
145,3Me35AWHCGqW4sZ7bWWJt1,Xavi,8612797,78,"corridos tumbados, corrido, corridos bélicos, sad sierreño, música mexicana, banda, sierreño","Latin, Traditional Music"
146,3SozjO3Lat463tQICI9LcE,Tyla,4042569,83,afrobeats,Traditional Music
147,4GNC7GD6oZMSxPGyXy4MNB,Lewis Capaldi,14222688,81,soft pop,Pop
148,3hv9jJF3adDNsBSIQDqcjp,Mark Ronson,1337297,76,pop soul,R&B
149,2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,8515512,82,"canadian hip hop, canadian trap, melodic rap, pop rap, r&b, rap, trap","Hip Hop, Pop, R&B"
150,5L1lO4eRHmJ7a0Q6csE5cT,LISA,13774936,77,k-pop,Pop
151,6ndLrsgT3MV5CNxIrW71fw,DFZM,347209,71,"salsa choke, reggaeton, reggaeton colombiano, urbano latino, reggaeton flow, chilean mambo, urbano ecuatoriano, reggaeton mexa, rkt, trap latino","Electronic, Latin"
152,4e0nWw2r4BoQSKPQ2zpU13,Ray Dalton,138091,72,pop dance,Pop
153,2LhsePRtgCo4THVKULQBL7,L.V.,94480,70,"g-funk, new jack swing, west coast hip hop","Hip Hop, R&B"
154,1McMsnEElThX1knmY4oliG,Olivia Rodrigo,50322453,87,pop,Pop
155,6vXTefBL93Dj5IqAWq6OTv,French Montana,5919514,76,"hip hop, pop rap, rap, southern hip hop, trap","Hip Hop, Pop"
156,0AY6tq934rmw7zSFRl6e6S,Nueva H,640289,60,"corridos tumbados, corrido, corridos bélicos",Traditional Music
157,1vCWHaC5f2uS3yhpwWbIA6,Avicii,23515206,81,edm,Electronic
158,3Y9A8EQQtWU8RStiTlzErv,Jombriel,807455,71,"salsa choke, rkt","Electronic, Latin"
159,3JhNCzhSMTxs9WLGJJxWOY,Macklemore,2893922,76,"pop rap, seattle hip hop","Hip Hop, Pop"
160,35WVTyRnKAoaGExqgktVyb,Hotel Ugly,1128833,74,modern indie pop,Pop
161,0tmwSHipWxN12fsoLcFU3B,Manuel Turizo,15963171,83,"reggaeton, pop urbano, latin, colombian pop","Latin, Pop"
162,6TK7fjRPdy2GW2pJzNF23L,Kyla,19191,73,"jersey club, philly club, brazilian phonk, sped up, rally house, phonk brasileiro, sexy drill, phonk, krushclub, baltimore club","Electronic, Hip Hop, Rock"
163,2jzc5TC5TVFLXQlBNiIUzE,a-ha,3004545,74,"new wave, synthpop","Pop, Rock"
164,7Gi6gjaWy3DxyilpF1a8Is,Junior H,29553360,90,"corridos tumbados, corrido, corridos bélicos, sad sierreño, sierreño, música mexicana, banda","Latin, Traditional Music"
165,53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,58810081,87,"modern rock, pop, rock","Pop, Rock"
166,0PFtn5NtBbbUNbU9EAmIWF,TOTO,3835828,76,"yacht rock, soft rock",Rock
167,7FNnA9vBm6EKceENgCGRMb,Anitta,13283225,81,"brazilian pop, funk pop, brazilian funk, funk carioca","Pop, R&B"
168,246dkjvS1zLTtiykXe5h60,Post Malone,48013165,88,"dfw rap, melodic rap, pop, rap","Hip Hop, Pop"
169,1uZVxckdGGKhFMpCnupXmP,Los Pleneros de la Cresta,98231,64,"puerto rican folk, puerto rican indie, puerto rican rock","Latin, Pop, Rock"
170,7Ez6lTtSMjMf2YSYpukP1I,Dasha,434142,72,alt z,Pop
171,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,70466718,93,"barbadian pop, pop, urban contemporary","Pop, R&B"
172,25uiPmTg16RbhZWAqwLBy5,Charli xcx,6549049,83,"hyperpop, art pop",Pop
173,11kt6ggsdxvI8MhyeSMKom,CYRIL,449145,77,"tropical house, afro house, german dance, deep house, electronica, pop dance, progressive electro house, edm, big room, belgian edm","Electronic, Pop"
174,37lTKHi901VnwngQ7C8noT,Malachiii,22754,69,afro house,Electronic
175,4MCBfE4596Uoi2O4DtmEMz,Juice WRLD,43476331,88,"melodic rap, emo rap","Hip Hop, Rock"
176,5PlfkPxwCpRRWQJBxCa0By,HUGEL,709394,79,"latin house, afro house, techengue","Electronic, Latin"
177,1IFAU4mznUcfPVP9z2c24N,Daecolm,35650,72,afro house,Electronic
178,5nGIFgo0shDenQYSE0Sn7c,Evanescence,6473499,78,alternative metal,Rock
179,54seKvtsZauR1iauN0ptpo,De La Rose,1706714,80,"trap latino, urbano latino",Latin
180,0rvjqX7ttXeg3mTy8Xscbt,Journey,6644009,76,"aor, classic rock",Rock
181,6DIS6PRrLS3wbnZsf7vYic,WALK THE MOON,2259198,67,"dance rock, modern alternative rock, modern rock, neo mellow, pop rock","Pop, Rock"
182,6LqNN22kT3074XbTVUrhzX,Kesha,9329578,81,"dance pop, pop",Pop
183,4Uc8Dsxct0oMqx0P6i60ea,Conan Gray,12702437,81,"bedroom pop, pop, pov: indie","Pop, Rock"
184,57vWImR43h4CaDao012Ofp,Steve Lacy,6635258,80,afrofuturism,R&B
185,4yvcSjfu4PC0CYQyLy4wSq,Glass Animals,4615406,76,"gauze pop, indietronica, modern rock, pov: indie, shiver pop","Pop, Rock"
186,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,86071004,94,"canadian pop, pop",Pop
187,5INjqkS1o8h1imAzPqGZBb,Tame Impala,9904396,86,"neo-psychedelic, indie",Rock
188,7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,46034221,83,"canadian pop, pop, viral pop",Pop
189,6deZN1bslXzeGvOLaLMOIF,Nickelback,7989687,80,"post-grunge, rock",Rock
190,00FQb4jTyendYWaN8pK0wa,Lana Del Rey,53507293,91,"art pop, pop",Pop
191,6l3HvQ5sa6mXTsMTB19rO5,J. Cole,27417727,85,rap,Hip Hop
192,2loEsOijJ6XiGzWYFXMIRk,Adam Port,346573,72,"afro house, house, afro tech",Electronic
193,711MCceyCBcFnzjGY4Q7Un,AC/DC,32834440,83,"rock, hard rock, classic rock, rock and roll",Rock
194,6XjgqvaVLUib6lCerbZrYD,Stryv,31222,69,afro house,Electronic
195,0u6GtibW46tFX7koQ6uNJZ,Topic,327175,74,"german dance, pop dance, pop edm, uk dance","Electronic, Pop"
196,3ipn9JLAPI5GUEo4y4jcoi,Ludacris,3484072,79,southern hip hop,Hip Hop
197,26WKgv73kRHD0gEDKD1i8j,Keinemusik,554273,73,"afro house, melodic house, house, afro tech",Electronic
198,7hQmAXAzWI6D350VTgkKTG,Arash,322147,71,afro house,Electronic
199,7gP3bB2nilZXLfPHJhMdvc,Foster The People,4066002,72,"indietronica, modern alternative rock, modern rock, rock",Rock
200,540vIaP2JwjQb9dm3aArA4,DJ Snake,9414459,80,"dance pop, edm, electronic trap, pop, pop dance","Electronic, Hip Hop, Pop"
201,4G9NDjRyZFDlJKMRL8hx3S,sombr,3324671,86,"etherpop, indie pop, uk pop, metropopolis, pov: indie, modern alternative rock, art pop, pop, modern rock","Pop, Rock"
202,2yyaNPcdxZcn4iutCcLMaC,Orso,6042,68,afro house,Electronic
203,5Y5TRrQiqgUO4S36tzjIRZ,Timbaland,3594512,82,"dance pop, pop, pop rap",Pop
204,53A0W3U0s8diEn9RhXQhVz,Keane,3994569,76,"neo mellow, piano rock, pop rock","Pop, Rock"
205,2jw70GZXlAI8QzWeY2bgRc,Nelly Furtado,4893916,79,"canadian latin, canadian pop, dance pop, pop","Latin, Pop"
206,0L8ExT028jH3ddEcZwqJJ5,Red Hot Chili Peppers,23602748,85,"funk rock, alternative rock, rock",Rock
207,23zg3TcAtWQy7J6upgbUnj,USHER,14076131,83,r&b,R&B
208,7sfl4Xt5KmfyDs2T3SVSMK,Lil Jon,1711394,75,crunk,Hip Hop
209,10VBp06W8NIgMW4JruLCC4,Kidd Voodoo,1086414,76,"reggaeton chileno, chilean trap","Hip Hop, Latin"
210,5XmANDHn1nUVL3rVyohz9t,X.L.T,1809,64,"rain, white noise",New Age
211,04gDigrS5kc9YWfZHwBETP,Maroon 5,46364132,88,pop,Pop
212,1cYhx7ZOhYoVmnDPb9KMwo,Mc Davi,4069295,72,"brazilian funk, funk consciente, trap funk",R&B
213,718COspgdWOnwOFpJHRZHS,Luke Combs,13620629,85,country,Country
214,54bV1pHNm5h5EcEgMis1RC,Mc Rodrigo do CN,328818,81,"brazilian funk, funk de bh, funk carioca",R&B
215,2R21vXR83lH98kGeO99Y66,Anuel AA,45898537,90,"reggaeton, trap latino, urbano latino, latin",Latin
216,6Vxu4TDCN5TMlRpdu6a2Ag,MC K9,168023,58,"brazilian funk, funk carioca",R&B
217,5qq6C4dNld3AWHbh2WaNAR,Milli Hughes,4510,66,white noise,New Age
218,47wsfaEWJwhWd9bs04Oc1g,mc pl alves,21605,67,"funk carioca, phonk, brazilian funk, brazilian phonk","Hip Hop, R&B"
219,6UZ0ba50XreR4TM8u322gs,JISOO,7685512,72,k-pop,Pop
220,4YLtscXsxbVgi031ovDDdh,Chris Stapleton,9224887,83,"country, outlaw country",Country
221,4yGgbQJMq9orWypwqtdzYT,Oruam,4913570,77,"trap funk, brazilian trap, trap, brazilian funk","Hip Hop, R&B"
222,7gIeuq2qBfYhO1budb6TSQ,DG e Batidão Stronda,111167,65,"piseiro, arrocha, forró, brazilian funk","Latin, R&B"
223,79omf4LgzaVAnXIRWPkJUq,Naykilla,274336,72,"hipdut, lagu timur, dangdut, malay, funkot, koplo, indonesian pop, malay rap","Electronic, Hip Hop, Pop, Traditional Music"
224,1BNbDHa9FSPxIyZmcymSyL,Dj Lc da Roça,23019,57,"brazilian funk, funk carioca",R&B
225,0EmeFodog0BfCgMzAIvKQp,Shakira,40681041,88,latin pop,Pop
226,6aoGgTKGqtsjj48ymcNs4Z,MC Tuto,2502757,78,"brazilian funk, funk consciente, trap funk",R&B
227,4kKazhy9tDfOgKSWm5g3F9,Katteyes,809301,73,"reggaeton chileno, chilean trap","Hip Hop, Latin"
228,13ubrt8QOOCPljQ2FL1Kca,A$AP Rocky,17670607,85,rap,Hip Hop
229,1TA5sGRlKUJXBN4ZyJuDIX,Blessd,9461281,85,"reggaeton, urbano latino",Latin
230,5PTw7KmM8c9QfBjU5caHWs,Jemsii,151638,76,"hipdut, lagu timur, dangdut, malay, funkot, koplo, malay rap, indonesian pop","Electronic, Hip Hop, Pop, Traditional Music"
231,2rmkQLzj0k4nZdQehOUByO,Chino Pacas,5616308,78,"corrido, corridos tumbados, corridos bélicos, música mexicana",Traditional Music
232,5jTtGLk1mGFMY5lQOvJYUj,bôa,1238144,70,pov: indie,Rock
233,3mIj9lX2MWuHmhNCA7LSCW,The 1975,8092434,78,"modern alternative rock, modern rock, pop, pov: indie, rock","Pop, Rock"
234,7bXgB6jMjp9ATFy66eO08Z,Chris Brown,29255349,90,r&b,R&B
