vendor_number,vendor_name,brand,description,purchase_price,actual_price,volume,total_purchase_qty,total_purchase_dollars,total_sales_qty,total_sales_dollars,total_sales_price,total_excise_tax,fright_cost,gross_profit,profit_margin,stock_turnover,sales_to_purchase_ratio,unsold_inventory_value,unit_price,order_size
2242,DELICATO VINEYARDS INC,24357,Bota Box Nighthawk Dark Red,12.24,21.99,3000.0,2885,35312.4,2700,48915.0,33161.7,1215.0,7982.65,4404.95,9.00531,0.935875,1.38521,6532794.0,12.24,small
2242,DELICATO VINEYARDS INC,25521,Z Alexander Brown Uncaged Pn,12.9,19.99,750.0,2693,34739.7,2240,33757.6,17748.3,249.17,7982.65,-9213.92,-27.2944,0.831786,0.97173,15737084.099999998,12.899999999999999,small
2242,DELICATO VINEYARDS INC,25524,Z Alexander Brown Uncaged Ca,13.24,19.99,750.0,3380,44751.2,2996,45340.0,21870.6,333.83,7982.65,-7727.64,-17.0437,0.886391,1.01316,17184460.799999997,13.239999999999998,small
2242,DELICATO VINEYARDS INC,39356,Bota Box Chard Cal,11.56,17.99,3000.0,8600,99416.0,8498,156711.0,106343.0,3824.1,7982.65,45488.3,29.0268,0.98814,1.57632,10140432.0,11.56,medium
2242,DELICATO VINEYARDS INC,42099,Bota Box Pnt Grigio Cal,11.4,17.99,3000.0,8938,101893.0,8916,164563.0,110986.0,4012.2,7982.65,50674.8,30.7936,0.997539,1.61505,2241646.0,11.399977623629447,medium
2242,DELICATO VINEYARDS INC,42462,Gnarly Head Old Vine Znfdl,6.89,9.99,750.0,12885,88777.6,12592,125610.0,58040.1,1403.37,7982.65,27446.2,21.8504,0.97726,1.41488,26011836.8,6.889996119518821,large
2242,DELICATO VINEYARDS INC,44334,Noble Vines 337 Cab Svgn,7.84,11.99,750.0,11671,91500.6,11622,142138.0,61009.4,1296.41,7982.65,41358.1,29.0972,0.995802,1.55341,4483529.4,7.839996572701568,large
2242,DELICATO VINEYARDS INC,46734,Gnarly Head Cab Svgn Cal,6.84,9.99,750.0,8342,57059.3,8086,80390.3,36868.0,901.58,7982.65,14446.8,17.9708,0.969312,1.40889,14607180.8,6.840002397506593,medium
2496,DUGGANS DISTILLED PRODUCTS,1734,Duggans Dew O Kirkintilloch,17.45,21.99,1750.0,5526,96428.7,5007,109022.0,76770.8,9204.22,939.27,2449.74,2.24702,0.90608,1.1306,50046495.3,17.45,medium
2496,DUGGANS DISTILLED PRODUCTS,3709,Aslanoff Vodka,10.52,13.99,1750.0,4858,51106.2,3079,43075.2,24230.7,5658.6,939.27,-14628.8,-33.9611,0.6338,0.842857,90917929.8,10.520008233841086,medium
2496,DUGGANS DISTILLED PRODUCTS,8664,Asbach Uralt German Brandy,14.59,23.49,750.0,2206,32185.5,1905,44350.9,30852.8,1501.23,939.27,9724.91,21.9272,0.863554,1.37798,9687835.5,14.589981867633727,small
2555,DISARONNO INTERNATIONAL LLC,538,Amaretto DiSaronno,7.96,12.99,375.0,16065,127877.0,15596,208951.0,116138.0,6122.29,5861.03,69090.3,33.0653,0.970806,1.634,59974313.0,7.959975101151572,large
2555,DISARONNO INTERNATIONAL LLC,1704,Amaretto DiSaronno Summer Pk,19.22,24.99,750.0,2395,46031.9,2314,52419.9,38483.1,1823.9,5861.03,-1296.97,-2.4742,0.96618,1.13877,3728583.9,19.22,small
2555,DISARONNO INTERNATIONAL LLC,5311,Amaretto DiSaronno,23.7,31.99,1750.0,18409,436293.0,18376,667168.0,306348.0,33767.5,5861.03,191246.0,28.6654,0.998207,1.52917,14397669.0,23.69998370362323,large
2555,DISARONNO INTERNATIONAL LLC,5312,Amaretto DiSaronno,14.7,21.99,750.0,27186,399634.0,26178,571763.0,228706.0,20614.9,5861.03,145653.0,25.4744,0.962922,1.43072,402831072.0,14.699992643272273,large
2555,DISARONNO INTERNATIONAL LLC,5316,Amaretto DiSaronno,1.83,2.29,50.0,34262,62699.5,32977,75517.3,27150.2,1710.04,5861.03,5246.8,6.94781,0.962495,1.20443,80568857.5,1.8300011674741696,large
2561,EDRINGTON AMERICAS,1634,The Famous Grouse,20.73,29.99,1750.0,15031,311593.0,14614,444950.0,224519.0,26854.4,9654.5,96848.3,21.7661,0.972257,1.42799,129934281.0,20.730024615794026,large
2561,EDRINGTON AMERICAS,1639,The Famous Grouse,15.74,22.99,750.0,3660,57608.4,3602,75310.0,61740.5,2840.52,9654.5,5206.56,6.9135,0.984153,1.30727,3341287.2,15.74,small
2561,EDRINGTON AMERICAS,2512,The Macallan 12 Yr Old,25.36,34.99,375.0,2072,52545.9,1831,64066.7,46221.8,717.62,9654.5,1148.65,1.7929,0.883687,1.21925,12663561.9,25.35999034749035,small
2561,EDRINGTON AMERICAS,2520,The Macallan 12 Yr Old,42.21,62.99,750.0,10227,431682.0,9713,572040.0,344177.0,7651.83,9654.5,123052.0,21.5111,0.949741,1.32514,221884548.0,42.21003226752713,medium
2561,EDRINGTON AMERICAS,2522,The Macallan 10 Yr Fine Oak,36.92,47.99,750.0,2466,91044.7,2336,117842.0,95408.1,1842.27,9654.5,15300.2,12.9837,0.947283,1.29433,11835811.0,36.919991889699915,small
2561,EDRINGTON AMERICAS,2590,The Black Grouse Scotch,28.98,46.99,1750.0,2443,70798.1,1879,77304.2,57631.0,3454.42,9654.5,-6602.85,-8.54138,0.769136,1.0919,39930128.400000006,28.9799836266885,small
2561,EDRINGTON AMERICAS,2656,Cutty Sark,19.52,24.99,1750.0,9746,190242.0,9282,238229.0,144569.0,17059.0,9654.5,21273.7,8.92995,0.952391,1.25224,88272288.0,19.520008208495792,medium
2561,EDRINGTON AMERICAS,2882,Highland Park 18 Yr Single,89.92,139.99,750.0,455,40913.6,331,43546.7,36622.2,261.13,9654.5,-7282.54,-16.7235,0.727473,1.06436,5073286.399999999,89.92,small
2561,EDRINGTON AMERICAS,2945,The Macallan Rare Cask,213.17,299.99,750.0,282,60113.9,214,64147.9,54248.2,168.86,9654.5,-5789.44,-9.02515,0.758865,1.0671,4087745.2,213.16985815602837,small
2561,EDRINGTON AMERICAS,2954,Highland Park 12 Yr Single,35.87,49.99,750.0,3035,108865.0,2751,138994.0,108445.0,2169.21,9654.5,18304.3,13.1692,0.906425,1.27675,30917660.0,35.869851729818784,small
2561,EDRINGTON AMERICAS,2960,The Macallan Fine Oak 15 Yr,69.34,104.99,750.0,1492,103455.0,1387,156141.0,130573.0,1094.07,9654.5,41937.3,26.8586,0.929625,1.50926,10862775.0,69.33981233243968,small
2561,EDRINGTON AMERICAS,2989,The Macallan 18 Yr Old,192.59,259.99,750.0,588,113243.0,502,130515.0,107376.0,396.08,9654.5,7221.47,5.53306,0.853741,1.15252,9738898.0,192.59013605442178,small
2561,EDRINGTON AMERICAS,4270,Brugal Anejo Rum,12.97,19.99,750.0,4426,57405.2,4332,76435.7,52437.4,3413.84,9654.5,5962.12,7.80018,0.978762,1.33151,5396088.8,12.969995481247174,small
3089,SIDNEY FRANK IMPORTING CO,812,Jagermeister Liqueur,17.03,22.99,1000.0,14663,249711.0,14479,313344.0,150326.0,15202.9,8549.55,39880.8,12.7275,0.987451,1.25483,45946824.0,17.03000750187547,large
3089,SIDNEY FRANK IMPORTING CO,2045,Monkey 47 Dry Gin,30.39,37.99,375.0,1788,54337.3,1612,61239.9,45778.0,631.46,8549.55,-2278.45,-3.72053,0.901566,1.12703,9563364.8,30.389988814317675,small
3089,SIDNEY FRANK IMPORTING CO,5401,Jagermeister Liqueur,4.64,5.99,200.0,25421,117953.0,24984,138351.0,73027.8,5246.64,8549.55,6601.53,4.77157,0.982809,1.17293,51545461.0,4.639982691475551,large
3089,SIDNEY FRANK IMPORTING CO,5440,Jagermeister Liqueur,25.92,34.99,1750.0,18298,474284.0,18082,621256.0,318572.0,33226.6,8549.55,105196.0,16.9328,0.988195,1.30988,102445344.0,25.919991255874958,large
3089,SIDNEY FRANK IMPORTING CO,5445,Jagermeister Liqueur,11.76,15.99,750.0,44330,521321.0,41133,661673.0,253884.0,32383.3,8549.55,99419.0,15.0254,0.927882,1.26922,1666663237.0,11.760004511617415,large
3089,SIDNEY FRANK IMPORTING CO,5447,Jagermeister Liqueur,7.63,9.99,375.0,21515,164159.0,20979,209580.0,124306.0,8235.91,8549.55,28635.3,13.6632,0.975087,1.27669,87989224.0,7.629979084359749,large
3089,SIDNEY FRANK IMPORTING CO,5952,Jagermeister Liqueur,1.42,1.99,50.0,48124,68336.1,47778,95078.2,29040.1,2486.23,8549.55,15706.4,16.5194,0.99281,1.39133,23644290.6,1.4200004155930515,large
3252,E & J GALLO WINERY,2026,Camarena Silver Tequila,14.61,18.99,750.0,4210,61508.1,3705,70358.0,56818.1,2921.82,61966.9,-56038.9,-79.6483,0.880048,1.14388,31061590.5,14.61,small
3252,E & J GALLO WINERY,2152,New Amsterdam Gin,7.19,9.99,750.0,12182,87588.6,12030,128624.0,86822.9,9478.42,61966.9,-30410.2,-23.6428,0.987523,1.4685,13313467.200000001,7.190001641766541,large
3252,E & J GALLO WINERY,2164,New Amsterdam Gin,12.14,16.99,1750.0,26071,316502.0,24495,431674.0,208641.0,45007.6,61966.9,8197.61,1.89903,0.93955,1.36389,498807152.0,12.140002301407694,large
3252,E & J GALLO WINERY,3154,New Amsterdam Peach Vodka,7.8,9.99,750.0,9872,77001.6,8722,90636.8,55017.1,6871.73,61966.9,-55203.5,-60.9062,0.883509,1.17708,88551840.0,7.800000000000001,medium
3252,E & J GALLO WINERY,3161,New Amsterdam Red Berry,6.66,9.99,750.0,8454,56303.6,7286,75662.1,49177.7,5740.93,61966.9,-48349.3,-63.9016,0.861841,1.34382,65762604.8,6.659995268511947,medium
3252,E & J GALLO WINERY,3283,New Amsterdam Apple Vodka,10.39,12.99,750.0,3620,37611.8,2131,19321.7,7276.04,1678.45,61966.9,-81935.5,-424.06,0.588674,0.513713,56003970.2,10.39,small
3252,E & J GALLO WINERY,3420,New Amsterdam Coconut Vodka,7.93,9.99,750.0,7448,59062.6,6490,67514.1,43136.6,5113.68,61966.9,-58629.1,-86.8398,0.871375,1.14309,56581970.8,7.92999462943072,medium
3252,E & J GALLO WINERY,3511,New Amsterdam Vodka,7.24,9.99,750.0,17593,127373.0,16621,172717.0,101308.0,13092.2,61966.9,-29715.7,-17.2049,0.944751,1.35599,123806556.0,7.239981810947536,large
3252,E & J GALLO WINERY,4502,E & J XO Brandy,16.17,21.99,1750.0,6695,108258.0,6639,145992.0,102561.0,12203.6,61966.9,-36437.1,-24.9583,0.991636,1.34855,6062448.0,16.169977595220313,medium
3252,E & J GALLO WINERY,4550,E & J XO Brandy,9.92,12.99,750.0,5873,58260.2,5439,70652.6,54259.2,4287.99,61966.9,-53862.5,-76.2356,0.926103,1.21271,25284926.799999997,9.920006810829218,medium
3252,E & J GALLO WINERY,5404,E & J Superior Rsv VSOP,4.32,5.49,375.0,15718,67901.8,15669,86022.8,49937.0,6150.1,61966.9,-49996.0,-58.1194,0.996883,1.26687,3327188.2,4.320002544853035,large
3252,E & J GALLO WINERY,5444,E & J Superior RSV VSOP,14.49,19.99,1750.0,8210,118963.0,8195,163818.0,93893.0,15062.0,61966.9,-32173.7,-19.6399,0.998173,1.37705,1784445.0,14.490012180267966,medium
3252,E & J GALLO WINERY,5480,E & J Superior RSV VSOP,7.85,10.99,750.0,8612,67604.2,8115,89183.9,61115.4,6396.01,61966.9,-46783.3,-52.4571,0.94229,1.31921,33599287.4,7.85,medium
3252,E & J GALLO WINERY,6529,W Hill Cab Svgn Napa,23.17,34.99,750.0,2257,52294.7,2142,74948.6,49335.9,237.28,61966.9,-39550.3,-52.7699,0.949047,1.4332,6013890.5,23.170004430660168,small
3252,E & J GALLO WINERY,6569,W Hill Chard Napa,12.98,19.99,750.0,6192,80372.2,6051,123470.0,62839.2,673.47,61966.9,-19542.0,-15.8273,0.977229,1.53623,11332480.2,12.98000645994832,medium
3252,E & J GALLO WINERY,6660,Carlo Rossi Paisano Calif,10.27,14.99,4000.0,7493,76953.1,7482,112155.0,82519.9,4489.2,61966.9,-31254.0,-27.8668,0.998532,1.45745,846484.1000000001,10.26999866542106,medium
3252,E & J GALLO WINERY,7198,New Amsterdam Pineapple Vdka,7.4,9.99,750.0,7835,57979.0,6825,70838.8,44033.7,5377.8,61966.9,-54485.0,-76.9141,0.871091,1.2218,58558790.0,7.4,medium
3252,E & J GALLO WINERY,7374,New Amsterdam Mango Vodka,6.86,8.99,750.0,7887,54104.8,6189,64214.1,42063.5,4876.78,61966.9,-56734.4,-88.3519,0.784709,1.18685,91869950.4,6.859997464181565,medium
3252,E & J GALLO WINERY,7715,Andre Extra Dry,3.01,5.99,750.0,46400,139664.0,45565,244004.0,49625.9,5112.9,61966.9,37260.0,15.2703,0.982004,1.74708,116619440.0,3.01,large
3252,E & J GALLO WINERY,7716,Andre Brut,3.79,5.99,750.0,24130,91452.7,23971,140240.0,34153.8,2686.98,61966.9,-15866.8,-11.3141,0.993411,1.53347,14540979.299999999,3.79,large
3252,E & J GALLO WINERY,7718,Andre Pink,3.68,5.99,750.0,9083,33425.4,8906,52191.4,19519.7,994.68,61966.9,-44195.6,-84.6798,0.980513,1.56143,5916295.8,3.679995596168667,medium
3252,E & J GALLO WINERY,8032,Ballatore Gran Spumante,5.26,7.99,750.0,12118,63740.7,11524,92932.3,34830.8,1287.13,61966.9,-34062.5,-36.653,0.950982,1.45797,37861975.8,5.260001650437365,large
3252,E & J GALLO WINERY,8450,E & J Brandy VS,13.86,18.99,1750.0,9424,130617.0,9420,187581.0,112828.0,17312.6,61966.9,-22315.3,-11.8964,0.999576,1.43612,522468.0,13.860038200339558,medium
3252,E & J GALLO WINERY,8576,E & J Brandy VS,3.67,4.99,375.0,17391,63825.0,16784,83752.2,37435.0,6594.41,61966.9,-48634.1,-58.0691,0.965097,1.31222,38741775.0,3.670001725030188,large
3252,E & J GALLO WINERY,8701,Sheffield Cream Sherry,6.7,9.99,1500.0,5043,33788.1,4901,48961.0,31498.5,1092.41,61966.9,-47886.4,-97.8053,0.971842,1.44906,4797910.2,6.699999999999999,medium
3252,E & J GALLO WINERY,8905,Livingston Cellars Red Rose,7.84,11.99,3000.0,4463,34989.9,4446,53307.5,36941.2,2000.7,61966.9,-45650.0,-85.6351,0.996191,1.52351,594828.3,7.839995518709388,small
3252,E & J GALLO WINERY,10296,Alamos Slcn Malbec Mendoza,9.73,15.99,750.0,4016,39075.7,3934,62768.2,40118.3,436.08,61966.9,-38710.5,-61.6722,0.979582,1.60632,3204207.4,9.73000498007968,small
3252,E & J GALLO WINERY,10421,Barefoot Moscato Cal,5.9,8.79,1500.0,21763,128402.0,20739,219454.0,100634.0,4644.17,61966.9,24441.6,11.1374,0.952948,1.70912,131483648.0,5.900013784864219,large
3252,E & J GALLO WINERY,11440,Peter Vella Sangria B/B,9.14,13.99,5000.0,3732,34110.5,3678,55133.2,42691.5,2758.5,61966.9,-43702.7,-79.2674,0.985531,1.61631,1841967.0,9.140005359056806,small
3252,E & J GALLO WINERY,11957,Souverain Cab Svgn N Cst,9.93,14.99,750.0,9246,91812.8,9185,110651.0,56664.6,1022.48,61966.9,-44151.4,-39.9016,0.993403,1.20518,5600580.8,9.930002163097557,medium
3252,E & J GALLO WINERY,12123,Barefoot Cellars Rsl,3.37,6.29,750.0,9528,32109.4,9350,55077.9,26370.8,1041.46,61966.9,-40039.8,-72.6967,0.981318,1.71532,5715473.2,3.370004198152813,medium
3252,E & J GALLO WINERY,12216,Da Vinci Pnt Grigio,6.66,9.99,750.0,20603,137216.0,19810,195680.0,78162.9,2211.7,61966.9,-5714.19,-2.92017,0.96151,1.42608,108812288.0,6.660000970732417,large
3252,E & J GALLO WINERY,13163,Barefoot Bubbly Moscato,5.47,7.99,750.0,13278,72630.7,12613,100847.0,42323.0,1408.21,61966.9,-35158.4,-34.863,0.949917,1.3885,48299415.5,5.470003012501882,large
3252,E & J GALLO WINERY,13489,Don Miguel Gascon Malbec Rsv,12.83,18.99,750.0,3295,42274.9,3234,61413.7,33916.1,359.53,61966.9,-43187.6,-70.3225,0.981487,1.45272,2578768.9,12.83001517450683,small
3252,E & J GALLO WINERY,13491,Barefoot Cellars Rsl,7.28,10.99,1500.0,5600,40768.0,5128,51659.7,24934.6,1147.8,61966.9,-52223.0,-101.09,0.915714,1.26716,19242496.0,7.28,medium
3252,E & J GALLO WINERY,14006,Apothic Winemakers Red Blend,5.44,9.99,750.0,94779,515598.0,91600,812899.0,143900.0,10283.3,61966.9,225051.0,27.685,0.966459,1.57662,1639086042.0,5.440002532206502,large
3252,E & J GALLO WINERY,14622,La Marca Prosecco,8.66,12.99,750.0,46387,401711.0,45608,558345.0,124562.0,5114.6,61966.9,89551.8,16.0388,0.983207,1.38991,312932869.0,8.659990945739107,large
3252,E & J GALLO WINERY,16394,Ghost Pines Red L Martini,9.03,17.99,750.0,3800,34314.0,3514,58908.9,32980.7,390.6,61966.9,-37762.6,-64.1035,0.924737,1.71676,9813804.0,9.03,small
3252,E & J GALLO WINERY,16806,Apothic Winemakers White,5.3,9.99,750.0,17166,90979.8,16757,147400.0,59058.7,1871.29,61966.9,-7417.92,-5.03251,0.976174,1.62014,37210738.2,5.3,large
3252,E & J GALLO WINERY,17875,Darkhorse Chard,5.44,7.99,750.0,7922,43095.7,7384,58998.2,24896.8,823.99,61966.9,-46888.4,-79.4744,0.932088,1.369,23185486.599999998,5.440002524614996,medium
3252,E & J GALLO WINERY,17876,Darkhorse Cab Svgn,5.33,7.99,750.0,9368,49931.4,9179,73340.2,32511.3,1023.94,61966.9,-39582.1,-53.9705,0.979825,1.46882,9437034.6,5.329995730145175,medium
3252,E & J GALLO WINERY,18106,Barefoot Cellars Pink Moscat,7.14,10.99,1500.0,10350,73899.0,9096,97980.2,50530.8,2034.86,61966.9,-39920.6,-40.7436,0.878841,1.32587,92669346.0,7.14,medium
3252,E & J GALLO WINERY,19848,Carnivor Cab Svgn,5.33,9.99,750.0,38169,203441.0,35495,335379.0,98377.8,3974.3,61966.9,65997.2,19.6784,0.929943,1.64853,544001234.0,5.330006025832482,large
3252,E & J GALLO WINERY,20357,Apothic Dark,5.19,12.99,750.0,30261,157055.0,27926,243757.0,79842.2,3124.79,61966.9,21610.5,8.86562,0.922838,1.55205,366723425.0,5.190013548792175,large
3252,E & J GALLO WINERY,20446,Barefoot Bubbly Brut Cuvee,6.7,9.99,187.0,5503,36870.1,5325,53196.8,30509.5,154.74,61966.9,-45795.0,-86.0861,0.967654,1.44282,6562877.8,6.7,medium
3252,E & J GALLO WINERY,20862,W Hill Est Cab Svgn No Cst,8.55,12.99,750.0,8678,74196.9,8007,112064.0,53135.3,892.16,61966.9,-24991.8,-22.3013,0.922678,1.51036,49786119.9,8.549999999999999,medium
3252,E & J GALLO WINERY,20863,W Hill Est Chard N Coast,8.84,12.99,750.0,16999,150271.0,14829,176612.0,63165.4,1658.0,61966.9,-37284.1,-21.1107,0.872345,1.17529,326088070.0,8.839990587681628,large
3252,E & J GALLO WINERY,21231,La Marca Prosecco,3.08,4.99,187.0,11966,36855.3,11638,58038.6,14891.6,329.32,61966.9,-41112.9,-70.8371,0.972589,1.57477,12088538.4,3.080001671402307,large
3252,E & J GALLO WINERY,21319,Wlm Hill Est No Cst Svgn Bl,8.55,12.99,750.0,3764,32182.2,3712,46544.9,25425.9,412.52,61966.9,-48016.8,-103.162,0.986185,1.44629,1673474.4000000001,8.55,small
3252,E & J GALLO WINERY,23273,Apothic Crush,6.45,9.99,750.0,13196,85114.2,11932,108390.0,38600.4,1334.44,61966.9,-40025.2,-36.9269,0.904213,1.27347,107584348.8,6.45,large
3252,E & J GALLO WINERY,24837,Wycliff Brut,3.42,4.99,750.0,10573,36159.7,10461,52200.4,3597.79,1176.18,61966.9,-47102.4,-90.2337,0.989407,1.44361,4049886.3999999994,3.420003783221413,medium
3252,E & J GALLO WINERY,25808,Edna Valley Chard,7.84,11.99,750.0,6719,52677.0,6427,74889.7,32989.8,716.41,61966.9,-40470.6,-54.0402,0.956541,1.42168,15381684.0,7.840005953266855,medium
3252,E & J GALLO WINERY,28889,Peter Vella Chard Cal B/B,10.61,15.99,5000.0,12314,130652.0,12192,189145.0,119882.0,9144.0,61966.9,-12617.9,-6.67102,0.990093,1.4477,15939544.0,10.610037355855125,large
3252,E & J GALLO WINERY,28890,Peter Vella Wh Znfdl Cal,9.99,14.99,5000.0,5063,50579.4,5013,75144.9,48102.9,3759.75,61966.9,-41161.2,-54.7757,0.990124,1.48568,2528970.0,9.990005925340707,medium
3252,E & J GALLO WINERY,31489,Barefoot Chard Cal,5.71,8.79,1500.0,20966,119716.0,19586,206666.0,84338.8,4390.64,61966.9,20592.3,9.96404,0.934179,1.7263,165208080.0,5.710006677477821,large
3252,E & J GALLO WINERY,31494,Barefoot Merlot Cal,6.02,8.79,1500.0,11581,69717.6,10969,117027.0,61683.4,2452.42,61966.9,-17109.6,-14.6202,0.947155,1.67859,42667171.2,6.019998273033417,large
3252,E & J GALLO WINERY,32989,Barefoot Cab Svgn Cal,5.78,8.79,1500.0,9514,54990.9,8764,92286.3,52469.6,1958.37,61966.9,-26629.9,-28.8557,0.921169,1.67821,41243175.0,5.77999789783477,medium
3252,E & J GALLO WINERY,33149,Alamos Ridge Malbec Mendoza,4.79,8.99,750.0,43995,210736.0,43685,382832.0,101928.0,4894.99,61966.9,105234.0,27.4883,0.992954,1.81664,65328160.0,4.789998863507217,large
3252,E & J GALLO WINERY,33873,Bella Sera Pnt Grigio Del,4.48,6.49,750.0,7448,33367.0,7113,46163.4,20592.8,792.95,61966.9,-49963.5,-108.232,0.955022,1.3835,11177945.0,4.47999462943072,medium
3252,E & J GALLO WINERY,33874,Bella Sera Pinot Grigio Del,6.62,12.49,1500.0,21360,141403.0,21351,231821.0,94092.6,4788.29,61966.9,23663.1,10.2075,0.999579,1.63944,1272627.0,6.61999063670412,large
3252,E & J GALLO WINERY,34427,Frei Bros RSV Cab Svgn Alex,13.81,21.99,750.0,6685,92319.9,5774,119406.0,65796.9,641.87,61966.9,-35523.1,-29.7499,0.863725,1.29339,84103428.89999999,13.810007479431562,medium
3252,E & J GALLO WINERY,34825,J Vineyards Pnt Gris,9.73,19.99,750.0,5362,52172.3,5265,70290.4,32949.5,586.67,61966.9,-44435.5,-63.2171,0.98191,1.34727,5060713.100000001,9.730007459903021,medium
3252,E & J GALLO WINERY,35862,Allegrini Palazzo Della Tor,13.6,19.99,750.0,3702,50347.2,3379,67061.2,34456.6,376.2,61966.9,-45629.1,-68.041,0.91275,1.33197,16262145.6,13.6,small
3252,E & J GALLO WINERY,37656,MacMurray Ranch Sonma Pnt Nr,13.51,19.99,750.0,6005,81127.5,5688,111365.0,48446.8,634.41,61966.9,-32363.5,-29.0607,0.947211,1.37272,25717417.5,13.50999167360533,medium
3252,E & J GALLO WINERY,37657,Maso Canali Pinot Grigio Tr,12.16,17.99,750.0,2845,34595.2,2762,49688.4,27542.7,307.05,61966.9,-47180.8,-94.9533,0.970826,1.43628,2871401.5999999996,12.159999999999998,small
3252,E & J GALLO WINERY,38898,L Martini Cab Svgn Napa,20.13,29.99,750.0,3391,68260.8,3244,97287.6,54161.9,360.54,61966.9,-33300.7,-34.2292,0.95665,1.42523,10034337.6,20.1299911530522,small
3252,E & J GALLO WINERY,38899,L Martini Cab Svgn Sonoma,7.28,12.99,750.0,23903,174014.0,22045,288467.0,96739.4,2465.79,61966.9,50020.0,17.34,0.922269,1.65772,323318012.0,7.280006693720454,large
3252,E & J GALLO WINERY,39254,Las Rocas Garnacha San Alej,6.9,10.99,750.0,5191,35817.9,5168,59693.3,32861.7,574.32,61966.9,-38665.8,-64.7741,0.995569,1.66658,823811.7000000001,6.9,medium
3252,E & J GALLO WINERY,39413,Mirassou Pnt Nr Cntrl Coast,5.06,7.49,750.0,13298,67287.9,13293,123816.0,52297.8,1482.39,61966.9,-6921.11,-5.58983,0.999624,1.84009,336439.5,5.0600015039855615,large
3252,E & J GALLO WINERY,39479,Barefoot Premium X-Dry,5.29,9.99,750.0,19737,104409.0,18801,150188.0,51681.2,2103.11,61966.9,-18290.7,-12.1785,0.952576,1.43846,97726824.0,5.290013679890561,large
3252,E & J GALLO WINERY,40337,Da Vinci Chianti Tuscany,6.57,9.99,750.0,22889,150381.0,21970,216781.0,82389.1,2454.16,61966.9,1979.0,0.912904,0.95985,1.44155,138200139.0,6.570011796059243,large
3252,E & J GALLO WINERY,40545,Whitehaven Svgn Bl Marlboro,9.93,14.99,750.0,21850,216970.0,21477,321940.0,103566.0,2403.61,61966.9,40599.2,12.6108,0.982929,1.4838,80929810.0,9.929977116704805,large
3252,E & J GALLO WINERY,44037,Barefoot Pnt Grigio Cal,3.42,6.29,750.0,17454,59692.7,17447,102200.0,38266.8,1948.86,61966.9,-21408.1,-20.9472,0.999599,1.71211,417848.89999999997,3.4200011458691417,large
3252,E & J GALLO WINERY,44038,Barefoot Pnt Grigio Cal,5.86,8.79,1500.0,29195,171083.0,27580,290137.0,110346.0,6185.63,61966.9,50901.4,17.544,0.944682,1.69589,276299045.0,5.8600102757321455,large
3252,E & J GALLO WINERY,46379,Ghost Pine Cab Svgn LMartini,9.39,16.99,750.0,18883,177311.0,18796,303925.0,120809.0,2099.1,61966.9,62547.7,20.58,0.995393,1.71408,15426057.0,9.389980405655882,large
3252,E & J GALLO WINERY,46381,Ghost Pines Merlot L Martini,9.14,17.99,750.0,3647,33333.6,3077,51133.2,30643.8,341.64,61966.9,-44508.9,-87.045,0.843707,1.53399,19000152.0,9.140005483959419,small
3664,WILLIAM GRANT & SONS INC,192,Milagro Anejo Tequila,27.68,35.99,750.0,1356,37534.1,1354,50323.5,37807.8,1067.45,30234.4,-18512.5,-36.787,0.998525,1.34074,75068.2,27.680014749262536,small
3664,WILLIAM GRANT & SONS INC,377,Hendrick's Gin,28.35,37.99,1000.0,1924,54545.4,1529,58086.7,40573.3,1605.45,30234.4,-28298.6,-48.7178,0.794699,1.06492,21545433.0,28.35,small
3664,WILLIAM GRANT & SONS INC,1228,Glenfiddich Ancient RSV 18,69.76,95.99,750.0,1263,88106.9,1130,112534.0,92510.7,891.23,30234.4,-6698.83,-5.95273,0.894695,1.27724,11718217.7,69.76001583531274,small
3664,WILLIAM GRANT & SONS INC,1760,William Grant Scotch,19.69,25.99,1750.0,2915,57396.4,2852,74411.5,49674.0,5242.21,30234.4,-18461.5,-24.81,0.978388,1.29645,3615973.2,19.690017152658662,small
3664,WILLIAM GRANT & SONS INC,1921,Glenfiddich Special Rsv 12,52.71,67.99,1750.0,6436,339242.0,5463,379168.0,230498.0,10040.9,30234.4,-348.492,-0.0919096,0.848819,1.11769,330082466.0,52.71006836544438,medium
3664,WILLIAM GRANT & SONS INC,1956,Balvenie 12 Yr Doublewood S,39.99,53.99,750.0,9013,360430.0,7922,456462.0,290628.0,6241.49,30234.4,59556.0,13.0473,0.878953,1.26644,393229130.0,39.99001442361034,medium
3664,WILLIAM GRANT & SONS INC,2082,Balvenie 15 Yr Sherry Cask,74.07,109.99,750.0,898,66514.9,804,85632.0,62664.1,634.18,30234.4,-11751.5,-13.7233,0.895323,1.28741,6252400.6,74.07004454342984,small
3664,WILLIAM GRANT & SONS INC,2125,Glenfiddich 14 Yr Barrel Rsv,36.76,49.99,750.0,3449,126785.0,2861,145728.0,109418.0,2255.59,30234.4,-13546.9,-9.29596,0.829516,1.14941,74549580.0,36.75993041461293,small
3664,WILLIAM GRANT & SONS INC,2247,Balvenie Portwood 21 Yr Sin,162.69,219.99,750.0,413,67191.0,361,78421.4,65497.0,284.83,30234.4,-19288.8,-24.5964,0.874092,1.16714,3493932.0,162.69007263922518,small
